job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI13248,AI Research Scientist,76106,USD,MI,CT,Austria,M,Germany,51,"Research, Experiment Design, PyTorch",Associate,5,Education,2024-03-21,2024-05-26,2232,7.7,Digital Transformation LLC
AI13249,AI Architect,148025,USD,MI,FT,Spain,S,India,100,"Cloud Architecture, Kubernetes, System Design, Microservices, AWS",PhD,19,Technology,2024-01-25,2024-02-18,928,6.4,Autonomous Tech
AI13250,AI UX Designer,88859,USD,EN,FT,India,S,India,85,"Human Computer Interaction, Usability Testing, Figma, Prototyping, User Research",Bachelor,14,Healthcare,2024-06-22,2024-07-12,1083,6.0,Machine Intelligence Group
AI13251,AI Research Engineer,79387,USD,EN,FL,Sweden,M,Sweden,99,"Kubernetes, PyTorch, Git",PhD,0,Gaming,2024-07-22,2024-10-02,1838,5.1,Smart Analytics
AI13252,Computer Vision Engineer,92492,EUR,SE,PT,France,M,France,63,"SQL, Docker, Linux, TensorFlow",Associate,4,Automotive,2024-05-24,2024-06-21,2335,7.6,TechCorp Inc
AI13253,ML Ops Engineer,86615,USD,SE,CT,South Korea,M,South Korea,43,"Git, Kubernetes, TensorFlow, AWS",Associate,5,Retail,2024-02-23,2024-05-06,1676,5.3,DataVision Ltd
AI13254,Reinforcement Learning Engineer,72994,USD,SE,FT,Ireland,S,Ireland,88,"PyTorch, CI/CD, AWS, Python, SQL",Associate,6,Retail,2024-08-12,2024-09-10,1757,5.4,Predictive Systems
AI13255,Fraud Detection ML Engineer,78976,GBP,SE,CT,United Kingdom,M,United Kingdom,82,"Python, AWS, SQL",PhD,4,Real Estate,2024-09-02,2024-10-27,1437,6.0,DeepTech Ventures
AI13256,Research Scientist,145231,USD,SE,FL,Spain,L,Spain,51,"Python, Experiment Design, PyTorch",Associate,18,Education,2024-04-04,2024-06-09,1274,7.5,DataVision Ltd
AI13257,AI Research Scientist,148131,USD,EN,FL,Singapore,S,Singapore,46,"Deep Learning, Research, Data Analysis",Bachelor,19,Gaming,2024-11-18,2024-12-29,1785,6.2,DataVision Ltd
AI13258,AI Research Scientist,82056,USD,SE,FT,United States,L,United States,39,"Research, Data Analysis, Deep Learning, Mathematics, PyTorch",Master,0,Telecommunications,2024-11-04,2024-12-30,1049,10.0,DeepTech Ventures
AI13259,AI Software Engineer,164004,USD,EN,CT,Denmark,L,Denmark,65,"Git, TensorFlow, PyTorch, SQL, Docker",Master,2,Automotive,2024-01-05,2024-02-28,2358,7.9,Advanced Robotics
AI13260,AI Solutions Engineer,83473,USD,SE,FL,Denmark,L,Denmark,0,"Kubernetes, Docker, Python, PyTorch, TensorFlow",Associate,0,Real Estate,2024-11-27,2025-01-06,2079,8.4,Neural Networks Co
AI13261,AI Architect,127810,USD,SE,FT,Australia,L,Australia,31,"AWS, System Design, Cloud Architecture",Master,8,Healthcare,2024-12-15,2025-02-22,1322,6.0,Neural Networks Co
AI13262,Data Analyst,115089,USD,SE,FT,India,L,India,4,"Power BI, Statistics, Tableau, Excel",Bachelor,6,Gaming,2024-07-05,2024-08-31,1326,6.3,Predictive Systems
AI13263,AI Architect,73076,USD,EN,PT,Finland,M,Finland,0,"Cloud Architecture, Microservices, AWS, System Design",Associate,3,Transportation,2024-09-13,2024-10-05,541,8.4,Quantum Computing Inc
AI13264,AI Software Engineer,73535,USD,SE,FL,Finland,M,Finland,63,"AWS, Git, Python, Linux",PhD,2,Real Estate,2025-02-05,2025-04-13,2146,5.5,Advanced Robotics
AI13265,Data Analyst,118450,USD,EN,FL,United States,M,United States,47,"Data Visualization, Power BI, Tableau, Statistics",Associate,2,Media,2025-03-31,2025-05-26,2351,9.2,Predictive Systems
AI13266,AI Software Engineer,194412,USD,EN,CT,Switzerland,L,Switzerland,65,"CI/CD, Kubernetes, TensorFlow, Git, PyTorch",Bachelor,6,Consulting,2024-02-08,2024-04-06,2158,7.4,Future Systems
AI13267,Head of AI,104134,USD,MI,PT,China,M,China,82,"Machine Learning, Linux, SQL, AWS, Data Analysis",PhD,13,Real Estate,2025-03-11,2025-05-15,1094,6.0,Future Systems
AI13268,AI Consultant,110363,USD,EN,FT,Ireland,M,Ireland,100,"Python, SQL, AWS, Data Analysis, Machine Learning",PhD,11,Transportation,2024-09-05,2024-10-31,1002,7.0,Advanced Robotics
AI13269,Data Scientist,136173,EUR,EN,CT,Germany,M,Germany,0,"Experiment Design, Python, Research, Deep Learning",Bachelor,8,Finance,2024-09-25,2024-11-23,817,5.9,Autonomous Tech
AI13270,AI Product Manager,52876,USD,SE,CT,Sweden,M,Ireland,13,"Strategy, Project Management, Leadership, Agile",Associate,1,Media,2024-10-21,2024-12-18,2532,9.7,Algorithmic Solutions
AI13271,Autonomous Systems Engineer,56769,USD,EN,FT,Sweden,S,Sweden,7,"Linux, PyTorch, Docker, Python, TensorFlow",Associate,0,Real Estate,2024-10-27,2024-11-26,1609,7.8,Algorithmic Solutions
AI13272,AI Validation Engineer,95615,USD,SE,CT,India,M,India,96,"Kubernetes, TensorFlow, SQL",PhD,7,Real Estate,2024-08-26,2024-09-10,552,7.5,Cloud AI Solutions
AI13273,Principal Data Scientist,78569,USD,EN,CT,Japan,S,Japan,6,"Experiment Design, Research, Python, PyTorch, Deep Learning",Associate,5,Finance,2024-06-08,2024-07-16,2282,8.7,Cloud AI Solutions
AI13274,Research Scientist,272938,EUR,SE,CT,Netherlands,M,Netherlands,30,"PyTorch, Experiment Design, Deep Learning, Python, Mathematics",Associate,16,Retail,2024-11-10,2024-12-05,1948,5.2,DataVision Ltd
AI13275,AI Specialist,171722,USD,EN,FL,Austria,M,Austria,100,"Machine Learning, Data Analysis, SQL, AWS, Python",Associate,18,Technology,2024-05-27,2024-07-19,2148,10.0,Autonomous Tech
AI13276,AI Research Engineer,125641,USD,SE,FL,Singapore,M,France,11,"Kubernetes, Linux, PyTorch, AWS",Master,6,Telecommunications,2024-08-31,2024-09-25,1519,6.1,Quantum Computing Inc
AI13277,AI Consultant,73445,USD,EN,FL,Switzerland,S,Switzerland,6,"Machine Learning, Data Analysis, SQL, Python, AWS",Bachelor,1,Healthcare,2025-03-04,2025-04-22,1609,9.8,Cognitive Computing
AI13278,AI Consultant,177507,USD,EN,PT,Denmark,S,Denmark,51,"Linux, Machine Learning, SQL, AWS, Data Analysis",Master,17,Manufacturing,2024-01-27,2024-03-13,833,7.9,Cloud AI Solutions
AI13279,Conversational AI Engineer,55649,USD,SE,FL,Australia,M,Australia,69,"PyTorch, AWS, Git, TensorFlow, Docker",Bachelor,1,Manufacturing,2025-03-24,2025-05-09,892,8.8,Advanced Robotics
AI13280,Principal Data Scientist,131007,EUR,MI,FL,Netherlands,L,Netherlands,15,"Python, Research, Statistics, Deep Learning, Mathematics",PhD,9,Technology,2024-10-09,2024-11-05,1718,9.0,AI Innovations
AI13281,AI Specialist,85025,USD,SE,CT,Singapore,S,Singapore,68,"Python, SQL, AWS, Linux, Machine Learning",Bachelor,4,Telecommunications,2025-01-14,2025-02-12,1584,9.7,DataVision Ltd
AI13282,AI Architect,86113,USD,MI,CT,Ireland,S,Ireland,17,"Kubernetes, Security, System Design, Cloud Architecture, Microservices",Associate,7,Transportation,2025-03-31,2025-05-31,1583,9.7,Cognitive Computing
AI13283,Machine Learning Engineer,39129,USD,MI,FL,China,M,China,16,"Git, PyTorch, AWS, Python, Docker",PhD,0,Consulting,2024-12-01,2024-12-18,1203,6.2,Cognitive Computing
AI13284,Autonomous Systems Engineer,102483,USD,EN,FT,Spain,S,France,33,"Git, AWS, Linux",Bachelor,15,Automotive,2024-10-18,2024-12-27,2033,5.6,Autonomous Tech
AI13285,AI UX Designer,49750,USD,MI,FT,China,S,China,32,"Usability Testing, Figma, User Research, Prototyping",Bachelor,1,Technology,2024-01-31,2024-03-24,1037,5.9,AI Innovations
AI13286,NLP Engineer,65924,USD,SE,PT,Japan,S,Japan,3,"Python, TensorFlow, Linux, Docker, AWS",PhD,4,Retail,2025-01-08,2025-02-09,2020,6.0,DeepTech Ventures
AI13287,Research Scientist,179162,USD,SE,CT,Singapore,L,Singapore,64,"Data Analysis, Statistics, Deep Learning, PyTorch, Mathematics",PhD,7,Energy,2024-07-18,2024-09-04,2390,5.9,TechCorp Inc
AI13288,Human-AI Interaction Researcher,50979,EUR,SE,FT,Netherlands,S,Netherlands,100,"Statistics, Experimentation, Machine Learning, Python",PhD,1,Telecommunications,2025-03-26,2025-05-12,1945,5.5,Neural Networks Co
AI13289,NLP Engineer,67759,USD,MI,FL,Canada,S,Canada,100,"Linux, TensorFlow, SQL, Git, AWS",Master,2,Automotive,2024-09-03,2024-11-03,1443,8.8,Smart Analytics
AI13290,Autonomous Systems Engineer,85534,USD,MI,FT,Canada,S,Canada,100,"PyTorch, CI/CD, Linux, SQL",PhD,3,Healthcare,2024-03-22,2024-04-28,1934,8.1,Advanced Robotics
AI13291,Data Engineer,38644,USD,EN,PT,Spain,M,Spain,17,"Docker, Python, Git",PhD,0,Finance,2024-09-26,2024-10-14,2035,10.0,Smart Analytics
AI13292,Autonomous Systems Engineer,81178,USD,MI,CT,Canada,M,Netherlands,100,"PyTorch, SQL, CI/CD, Kubernetes",Associate,4,Government,2024-02-07,2024-03-25,1804,4.8,Cognitive Computing
AI13293,Algorithm Engineer,146479,USD,MI,FT,Norway,L,Norway,65,"CI/CD, PyTorch, AWS, TensorFlow, Kubernetes",Bachelor,2,Telecommunications,2024-04-03,2024-05-04,1160,7.2,Algorithmic Solutions
AI13294,Model Evaluation Engineer,101103,USD,SE,PT,Denmark,M,Denmark,0,"Git, Docker, AWS, TensorFlow, SQL",Bachelor,1,Automotive,2024-08-31,2024-10-12,2293,8.8,Cloud AI Solutions
AI13295,Machine Learning Engineer,84965,USD,MI,CT,United States,M,United States,53,"AWS, Docker, Git, TensorFlow, CI/CD",Associate,1,Gaming,2024-12-23,2025-01-11,2364,4.8,DataVision Ltd
AI13296,AI Cloud Engineer,116719,USD,MI,PT,Denmark,M,Denmark,92,"CI/CD, Kubernetes, Python, Git",Master,4,Transportation,2024-10-08,2024-10-30,1748,7.3,Quantum Computing Inc
AI13297,Robotics Engineer,53453,USD,MI,CT,India,S,Sweden,63,"PyTorch, TensorFlow, Python, CI/CD",Associate,2,Retail,2024-02-26,2024-04-07,2571,8.1,Machine Intelligence Group
AI13298,AI Research Scientist,63359,USD,EX,FL,China,L,China,70,"PyTorch, Research, Deep Learning",Master,3,Retail,2025-03-18,2025-04-17,2115,7.7,DataVision Ltd
AI13299,NLP Engineer,94895,USD,EN,FT,Switzerland,S,Switzerland,100,"Kubernetes, Docker, PyTorch",PhD,1,Real Estate,2024-11-08,2024-12-07,2243,10.0,Algorithmic Solutions
AI13300,AI Ethics Specialist,60534,EUR,MI,FT,Germany,M,Singapore,40,"Python, AWS, Machine Learning, Data Analysis, Linux",PhD,0,Media,2025-04-11,2025-04-30,632,7.8,Quantum Computing Inc
AI13301,AI UX Designer,260261,EUR,EX,PT,Netherlands,L,Singapore,100,"Human Computer Interaction, Prototyping, Usability Testing",Master,13,Healthcare,2025-03-07,2025-05-15,2050,8.3,Neural Networks Co
AI13302,Deep Learning Engineer,99697,USD,MI,FT,United States,L,United States,91,"Docker, Linux, CI/CD, Git, Kubernetes",Master,4,Retail,2025-01-30,2025-04-12,1774,5.5,Machine Intelligence Group
AI13303,AI Research Scientist,71638,USD,MI,FL,Norway,S,Norway,1,"PyTorch, Research, Mathematics, Deep Learning",Master,0,Real Estate,2024-02-02,2024-03-30,987,8.7,Smart Analytics
AI13304,Machine Learning Researcher,153202,EUR,MI,FT,Germany,S,Ireland,93,"Academic Writing, Machine Learning, Experimentation, Python, Statistics",Master,13,Gaming,2024-10-19,2024-12-05,1017,6.0,Autonomous Tech
AI13305,Prompt Engineer,241522,USD,MI,CT,Australia,L,Australia,0,"Docker, CI/CD, Git, SQL, TensorFlow",Master,18,Transportation,2024-10-28,2024-12-03,791,5.4,Cognitive Computing
AI13306,Algorithm Engineer,66530,USD,SE,PT,Spain,L,Spain,70,"Linux, PyTorch, Git, SQL",Master,3,Telecommunications,2024-08-26,2024-09-25,2016,9.7,AI Innovations
AI13307,NLP Engineer,70813,EUR,SE,FL,Germany,M,Germany,0,"Linux, CI/CD, Kubernetes, TensorFlow, SQL",Associate,0,Media,2025-04-07,2025-05-17,795,9.4,Predictive Systems
AI13308,Healthcare AI Engineer,182195,USD,EN,FL,Denmark,L,Switzerland,92,"SQL, AWS, Linux, Git",Master,9,Finance,2024-06-01,2024-07-17,1068,6.6,Autonomous Tech
AI13309,AI Solutions Engineer,55069,USD,SE,FL,Ireland,S,Ireland,40,"Kubernetes, TensorFlow, Python, SQL, PyTorch",Associate,2,Healthcare,2024-07-10,2024-08-13,1244,9.7,Quantum Computing Inc
AI13310,AI Specialist,92939,EUR,EN,FT,Netherlands,L,Netherlands,62,"Python, SQL, AWS, Linux, Data Analysis",Master,4,Technology,2024-07-16,2024-08-07,2135,6.2,DataVision Ltd
AI13311,AI UX Designer,73681,USD,EX,FL,Austria,M,Austria,100,"Figma, Usability Testing, Prototyping, Human Computer Interaction",Bachelor,2,Finance,2024-11-18,2024-12-23,1573,9.3,Digital Transformation LLC
AI13312,AI Research Scientist,67754,USD,SE,PT,India,S,India,69,"Data Analysis, Statistics, Mathematics, Deep Learning",PhD,4,Media,2025-01-23,2025-02-24,2094,4.7,DataVision Ltd
AI13313,AI Product Manager,208886,EUR,SE,FT,France,S,France,62,"Agile, Roadmapping, Project Management, Leadership, Strategy",Bachelor,18,Energy,2025-02-04,2025-02-26,1101,5.0,Cloud AI Solutions
AI13314,Robotics Engineer,125650,USD,MI,FL,Sweden,L,Sweden,4,"CI/CD, TensorFlow, PyTorch, AWS, Docker",Associate,7,Finance,2024-04-29,2024-06-04,1600,4.9,AI Innovations
AI13315,Research Scientist,146118,USD,SE,FT,Norway,M,Norway,55,"Mathematics, PyTorch, Data Analysis, Deep Learning, Research",PhD,8,Gaming,2024-02-25,2024-04-01,687,8.9,Autonomous Tech
AI13316,Computational Scientist,216136,USD,EN,CT,Canada,M,Canada,92,"Python, Deep Learning, Mathematics",Associate,16,Healthcare,2024-07-25,2024-09-26,1452,5.6,DataVision Ltd
AI13317,NLP Engineer,43219,USD,SE,FL,Japan,S,Japan,13,"Kubernetes, SQL, Python, Git, CI/CD",Bachelor,0,Government,2024-08-13,2024-09-30,681,4.4,Machine Intelligence Group
AI13318,NLP Engineer,53823,USD,EX,PT,Spain,M,Spain,37,"CI/CD, AWS, PyTorch, Docker, SQL",PhD,3,Media,2024-10-06,2024-10-25,592,6.8,Algorithmic Solutions
AI13319,Machine Learning Engineer,80283,USD,MI,PT,China,M,China,37,"Git, CI/CD, Docker",Bachelor,7,Technology,2024-01-19,2024-02-09,995,5.1,DataVision Ltd
AI13320,Fraud Detection ML Engineer,39988,USD,SE,PT,Spain,L,Spain,0,"Linux, Python, Git, PyTorch",Bachelor,0,Real Estate,2024-04-23,2024-05-31,1913,9.9,Digital Transformation LLC
AI13321,Head of AI,157208,USD,EN,FL,Denmark,L,Denmark,80,"AWS, Data Analysis, Python, Machine Learning, Linux",Master,7,Finance,2024-01-26,2024-03-11,1102,10.0,Neural Networks Co
AI13322,Principal Data Scientist,202555,EUR,SE,PT,Germany,S,Germany,35,"Experiment Design, Mathematics, PyTorch, Research",PhD,17,Healthcare,2024-09-28,2024-11-04,1063,9.4,Cognitive Computing
AI13323,Recommendation Systems Engineer,94116,USD,EN,CT,China,M,China,33,"Docker, AWS, PyTorch",Master,8,Retail,2024-05-14,2024-07-25,1787,8.3,Algorithmic Solutions
AI13324,Speech Recognition Engineer,188087,USD,EX,PT,Japan,L,Japan,6,"TensorFlow, AWS, CI/CD",Bachelor,13,Manufacturing,2024-12-30,2025-03-11,1321,8.5,Advanced Robotics
AI13325,Prompt Engineer,178835,EUR,MI,FT,Germany,M,Germany,0,"Python, CI/CD, Kubernetes",PhD,14,Manufacturing,2025-01-09,2025-02-06,762,9.1,Machine Intelligence Group
AI13326,AI Architect,47366,USD,MI,PT,Canada,S,Canada,70,"Security, Kubernetes, System Design, Microservices, AWS",Master,0,Government,2024-03-21,2024-04-09,901,9.4,Predictive Systems
AI13327,AI Ethics Specialist,159117,USD,MI,FT,Australia,S,Australia,39,"AWS, SQL, Machine Learning, Data Analysis, Linux",PhD,15,Telecommunications,2024-06-06,2024-06-27,1759,7.2,Advanced Robotics
AI13328,AI Consultant,41354,USD,MI,CT,India,S,India,40,"Data Analysis, Linux, AWS, Machine Learning, SQL",PhD,1,Technology,2024-02-23,2024-04-03,1087,9.7,DeepTech Ventures
AI13329,AI Research Scientist,112078,USD,SE,PT,Norway,L,Norway,47,"Python, Statistics, Deep Learning",Associate,1,Government,2025-01-12,2025-02-28,994,7.5,Machine Intelligence Group
AI13330,Computational Scientist,274832,USD,MI,PT,United States,M,Netherlands,97,"Deep Learning, Experiment Design, Mathematics, PyTorch",Master,16,Healthcare,2025-03-06,2025-04-12,2276,5.8,TechCorp Inc
AI13331,AI Ethics Specialist,87687,USD,SE,FT,India,L,Switzerland,48,"Linux, Data Analysis, Python, AWS, Machine Learning",Associate,6,Technology,2024-01-30,2024-03-08,1084,4.9,Quantum Computing Inc
AI13332,ML Ops Engineer,78034,USD,EN,PT,India,S,India,0,"TensorFlow, CI/CD, Linux",Bachelor,9,Consulting,2024-05-07,2024-06-19,1653,6.0,Algorithmic Solutions
AI13333,Computer Vision Engineer,49679,USD,EN,PT,Sweden,S,Finland,6,"Docker, Python, Kubernetes",Master,0,Manufacturing,2024-11-17,2024-12-07,1031,4.6,Quantum Computing Inc
AI13334,NLP Engineer,57594,USD,MI,CT,South Korea,L,South Korea,51,"AWS, PyTorch, Git, CI/CD",Master,0,Manufacturing,2024-06-07,2024-08-19,1280,7.1,Algorithmic Solutions
AI13335,AI Architect,73972,USD,MI,PT,Ireland,M,Ireland,93,"Security, Cloud Architecture, Kubernetes, AWS",Master,2,Real Estate,2024-10-21,2024-11-24,748,9.4,DeepTech Ventures
AI13336,ML Ops Engineer,70643,USD,MI,FT,Ireland,S,Ireland,100,"PyTorch, Git, CI/CD",Master,2,Consulting,2025-02-04,2025-04-05,2027,7.1,Neural Networks Co
AI13337,NLP Engineer,78418,USD,EN,FT,Switzerland,M,India,100,"CI/CD, PyTorch, AWS",Master,1,Media,2024-07-14,2024-08-12,1162,8.1,Smart Analytics
AI13338,AI Governance Manager,35779,USD,SE,FL,Finland,S,Austria,5,"Leadership, Project Management, Agile",Associate,0,Media,2025-02-15,2025-03-27,1478,6.6,Quantum Computing Inc
AI13339,AI Consultant,67702,USD,EX,FL,South Korea,S,South Korea,100,"Python, AWS, Linux, SQL, Machine Learning",Associate,3,Healthcare,2024-06-28,2024-08-01,2498,6.0,Future Systems
AI13340,Research Scientist,84752,USD,EN,CT,Norway,L,United States,17,"Deep Learning, PyTorch, Data Analysis",Bachelor,1,Healthcare,2024-01-13,2024-03-14,996,8.2,Predictive Systems
AI13341,Machine Learning Engineer,254094,USD,EN,CT,Singapore,L,Singapore,53,"Kubernetes, TensorFlow, Git",Bachelor,19,Energy,2024-12-17,2025-02-27,1386,8.3,Algorithmic Solutions
AI13342,Healthcare AI Engineer,64464,USD,MI,FL,China,L,China,64,"Docker, Git, AWS, SQL, CI/CD",Master,4,Energy,2024-12-17,2025-01-11,1837,8.5,Future Systems
AI13343,AI Software Engineer,74932,USD,EN,CT,South Korea,M,Austria,88,"Python, Kubernetes, AWS, Git, Linux",PhD,3,Telecommunications,2024-02-06,2024-03-30,1573,6.9,DeepTech Ventures
AI13344,Data Scientist,187603,USD,SE,CT,Denmark,M,India,64,"Python, Deep Learning, Mathematics",Bachelor,5,Finance,2024-05-25,2024-06-23,843,7.5,Machine Intelligence Group
AI13345,AI Architect,103847,USD,SE,CT,Finland,M,Denmark,84,"System Design, Kubernetes, Security, AWS",PhD,7,Real Estate,2024-08-29,2024-09-30,1830,10.0,Digital Transformation LLC
AI13346,AI Consultant,96594,USD,EN,FL,India,M,India,67,"AWS, Python, Data Analysis, Machine Learning, SQL",Master,8,Government,2024-12-30,2025-01-15,1971,8.8,Neural Networks Co
AI13347,Deep Learning Engineer,139871,USD,SE,CT,Austria,S,Austria,0,"Linux, SQL, Docker",Associate,16,Energy,2024-11-18,2024-12-04,1388,8.5,Machine Intelligence Group
AI13348,AI Research Scientist,99759,USD,SE,CT,Sweden,S,Sweden,100,"Mathematics, Research, Python, Statistics",Bachelor,3,Energy,2024-08-11,2024-10-20,1955,4.5,Advanced Robotics
AI13349,AI Business Analyst,77064,USD,SE,FL,India,M,India,89,"Python, Excel, Data Visualization, Tableau, Statistics",Bachelor,4,Retail,2024-01-13,2024-01-31,839,6.4,DataVision Ltd
AI13350,Prompt Engineer,80151,USD,EX,FL,Ireland,S,Spain,4,"Python, TensorFlow, Kubernetes, SQL, AWS",Bachelor,8,Retail,2024-09-28,2024-10-13,1663,8.4,Autonomous Tech
AI13351,Autonomous Systems Engineer,218160,USD,EN,CT,United States,S,Sweden,31,"Git, Linux, SQL",PhD,19,Government,2025-03-05,2025-04-29,1234,9.7,Advanced Robotics
AI13352,Healthcare AI Engineer,260495,USD,EN,PT,Norway,S,Norway,58,"AWS, SQL, PyTorch",Bachelor,13,Transportation,2024-09-27,2024-10-19,2080,8.2,Digital Transformation LLC
AI13353,AI Program Manager,330827,USD,SE,FL,Denmark,L,China,65,"Agile, Roadmapping, Leadership",PhD,18,Real Estate,2024-04-26,2024-05-14,1464,8.6,Cloud AI Solutions
AI13354,Research Scientist,49229,USD,EN,CT,Japan,M,Japan,69,"Deep Learning, Python, Research, PyTorch, Mathematics",Associate,1,Media,2024-02-29,2024-04-16,1496,10.0,Predictive Systems
AI13355,NLP Engineer,177362,USD,SE,CT,United States,L,United States,0,"SQL, Kubernetes, Git",PhD,9,Healthcare,2024-06-30,2024-07-17,1943,6.5,Neural Networks Co
AI13356,Head of AI,233284,USD,EX,FT,Sweden,L,South Korea,92,"AWS, SQL, Machine Learning, Python, Linux",Master,12,Manufacturing,2024-11-27,2025-01-20,2617,7.5,Future Systems
AI13357,Deep Learning Engineer,237005,USD,EN,FT,Australia,L,Australia,0,"SQL, Linux, Git, Python",PhD,13,Finance,2024-02-06,2024-04-07,944,5.6,Smart Analytics
AI13358,AI Software Engineer,326371,USD,MI,CT,Switzerland,M,Sweden,65,"Docker, CI/CD, Git",Master,18,Education,2024-03-09,2024-03-27,1917,8.3,Neural Networks Co
AI13359,AI Software Engineer,95906,USD,SE,CT,Ireland,S,Ireland,80,"Kubernetes, PyTorch, SQL, Linux, Python",Master,18,Real Estate,2024-12-25,2025-03-08,1815,5.2,Algorithmic Solutions
AI13360,ML Ops Engineer,112272,USD,MI,FL,United States,S,United States,0,"Docker, SQL, AWS, TensorFlow, Git",Associate,6,Education,2024-04-28,2024-05-27,968,7.9,Algorithmic Solutions
AI13361,AI Research Scientist,99098,USD,MI,PT,Austria,M,Austria,99,"Statistics, Data Analysis, Python",Bachelor,8,Healthcare,2024-05-12,2024-05-27,2653,7.7,AI Innovations
AI13362,Data Analyst,96869,USD,EN,CT,Spain,L,Spain,41,"Tableau, Excel, Statistics, Power BI",PhD,7,Consulting,2025-04-12,2025-05-21,1179,9.2,Smart Analytics
AI13363,Healthcare AI Engineer,104564,USD,EN,FT,South Korea,L,South Korea,0,"Git, SQL, Docker, AWS",Master,8,Education,2024-12-10,2025-01-12,1223,6.2,Autonomous Tech
AI13364,Cognitive AI Scientist,191063,GBP,MI,PT,United Kingdom,S,United Kingdom,38,"PyTorch, Data Analysis, Research",Master,19,Transportation,2024-12-08,2025-01-12,1996,6.6,TechCorp Inc
AI13365,Human-AI Interaction Researcher,147823,USD,MI,FT,Switzerland,M,Spain,11,"Statistics, Academic Writing, Experimentation, Machine Learning, Python",PhD,4,Energy,2024-01-19,2024-03-08,1094,9.9,Cognitive Computing
AI13366,AI Optimization Engineer,130985,EUR,MI,CT,Netherlands,L,Netherlands,0,"Docker, Git, Kubernetes",Master,8,Consulting,2024-01-17,2024-02-05,1969,6.9,Autonomous Tech
AI13367,Robotics Engineer,117796,USD,EN,FL,Spain,L,Spain,93,"AWS, PyTorch, CI/CD, Linux",PhD,6,Retail,2025-01-30,2025-02-22,742,8.2,Cloud AI Solutions
AI13368,Machine Learning Engineer,74851,USD,EN,CT,China,L,Ireland,100,"Python, PyTorch, Git, Linux",PhD,4,Energy,2024-08-16,2024-10-13,1300,6.7,Advanced Robotics
AI13369,Machine Learning Engineer,119115,EUR,MI,CT,Germany,L,Germany,42,"SQL, Kubernetes, CI/CD, Linux",PhD,2,Education,2024-11-25,2025-01-05,2585,5.1,DataVision Ltd
AI13370,Data Scientist,252821,USD,SE,PT,Norway,S,Norway,44,"Experiment Design, Mathematics, Research",Associate,12,Technology,2024-05-02,2024-06-25,1089,4.5,Neural Networks Co
AI13371,NLP Engineer,172351,USD,SE,FT,Singapore,L,Singapore,80,"AWS, Linux, Docker, Git",Bachelor,7,Healthcare,2025-02-26,2025-05-04,1994,7.5,TechCorp Inc
AI13372,ML Ops Engineer,231985,USD,SE,PT,Singapore,L,Singapore,0,"SQL, Python, CI/CD",Bachelor,11,Transportation,2024-12-06,2025-02-04,1270,9.4,Cognitive Computing
AI13373,AI Product Manager,90084,USD,MI,CT,Spain,S,South Korea,2,"Strategy, Roadmapping, Agile, Project Management",Master,9,Technology,2024-02-11,2024-04-05,1516,7.7,Cognitive Computing
AI13374,Deep Learning Engineer,158178,USD,EN,FL,China,M,China,98,"Python, CI/CD, AWS, TensorFlow",Associate,15,Government,2024-03-02,2024-04-05,2192,9.0,Cloud AI Solutions
AI13375,Data Analyst,87616,USD,EX,FL,Switzerland,M,France,0,"SQL, Python, Data Visualization, Statistics, Tableau",PhD,1,Healthcare,2024-11-14,2025-01-02,1512,8.2,Predictive Systems
AI13376,Edge AI Engineer,101407,USD,SE,FT,Sweden,L,Sweden,6,"Git, Docker, SQL, Kubernetes",Associate,2,Retail,2024-03-22,2024-05-30,789,8.0,Neural Networks Co
AI13377,Robotics Engineer,75059,USD,MI,CT,China,M,China,100,"AWS, CI/CD, SQL",Associate,4,Telecommunications,2024-06-28,2024-08-28,1647,8.8,Quantum Computing Inc
AI13378,AI Specialist,186851,USD,EN,FL,Switzerland,L,Switzerland,100,"Linux, Machine Learning, SQL, AWS, Data Analysis",Bachelor,5,Consulting,2024-01-18,2024-03-03,1241,8.1,Autonomous Tech
AI13379,Generative AI Engineer,40682,USD,MI,PT,Austria,M,Finland,84,"Python, AWS, CI/CD, PyTorch, Linux",PhD,0,Consulting,2024-04-25,2024-06-04,1124,7.4,Neural Networks Co
AI13380,Autonomous Systems Engineer,188588,EUR,SE,CT,France,M,Australia,66,"Linux, Python, SQL",Associate,11,Retail,2024-09-27,2024-10-11,2272,6.0,Quantum Computing Inc
AI13381,Data Engineer,56208,EUR,EN,CT,Netherlands,S,Netherlands,16,"TensorFlow, Kubernetes, AWS, Linux",PhD,0,Automotive,2024-02-16,2024-04-26,2175,7.1,Predictive Systems
AI13382,Speech Recognition Engineer,47224,EUR,EN,FL,France,S,Austria,86,"Docker, Python, TensorFlow, Git, Linux",Master,1,Finance,2024-09-27,2024-11-30,1656,7.9,Cognitive Computing
AI13383,Computer Vision Engineer,126388,USD,SE,CT,Norway,S,Norway,94,"AWS, TensorFlow, Python",PhD,3,Telecommunications,2024-03-20,2024-04-07,1842,8.3,Future Systems
AI13384,Research Scientist,179058,EUR,MI,FT,France,L,Japan,91,"Deep Learning, Data Analysis, Research, Experiment Design, Python",PhD,14,Consulting,2024-03-07,2024-05-05,2360,7.5,Digital Transformation LLC
